n: 24
m: 23
c:
[
0 0.8 0.55 0.8 0.9 0.8 0.9 1 0.9 0.9 0.8 0.9 1 1 0.9 1 1 0.9 1 0.65 1 1 1 1
0.2 0 0.4 0.5 0.8 0.7 0.7 0.9 0.7 0.6 0.5 0.8 0.8 0.9 0.9 1 1 0.9 1 0.6 1 1 0.9 1
0.45 0.6 0 0.6 0.65 0.75 0.85 0.9 0.8 0.8 0.8 0.9 0.9 0.95 0.85 0.95 0.95 0.9 0.9 0.5 0.9 0.95 0.95 0.95
0.2 0.5 0.4 0 0.6 0.8 0.7 0.7 0.6 0.6 0.6 0.7 0.7 1 1 0.9 0.9 0.9 0.9 0.5 0.9 1 0.9 1
0.1 0.2 0.35 0.4 0 0.4 0.8 0.7 0.5 0.4 0.3 0.7 0.6 0.8 0.8 1 0.9 0.9 0.9 0.5 0.8 0.7 0.7 0.8
0.2 0.3 0.25 0.2 0.6 0 0.75 0.8 0.6 0.6 0.5 0.8 0.6 0.85 0.95 0.95 0.95 0.9 0.9 0.55 0.9 0.85 0.65 0.95
0.1 0.3 0.15 0.3 0.2 0.25 0 0.8 0.2 0.5 0.5 0.7 0.5 0.65 0.75 0.95 0.85 0.8 0.8 0.45 0.8 0.65 0.65 0.95
0 0.1 0.1 0.3 0.3 0.2 0.2 0 0.2 0.1 0.4 0.4 0.5 0.6 0.7 0.8 0.9 0.7 0.8 0.5 0.8 0.6 0.6 0.9
0.1 0.3 0.2 0.4 0.5 0.4 0.8 0.8 0 0.5 0.3 0.7 0.5 0.85 0.7 0.85 0.8 0.8 1 0.5 0.8 0.9 0.8 1
0.1 0.4 0.2 0.4 0.6 0.4 0.5 0.9 0.5 0 0.4 0.9 0.7 0.8 0.9 0.9 0.9 1 1 0.5 1 0.8 0.8 0.9
0.2 0.5 0.2 0.4 0.7 0.5 0.5 0.6 0.7 0.6 0 0.8 0.7 0.8 0.9 0.8 0.8 0.9 1 0.5 0.8 1 0.8 1
0.1 0.2 0.1 0.3 0.3 0.2 0.3 0.6 0.3 0.1 0.2 0 0.5 0.7 0.7 0.7 0.8 0.7 0.9 0.5 0.8 0.7 0.6 0.9
0 0.2 0.1 0.3 0.4 0.4 0.5 0.5 0.5 0.3 0.3 0.5 0 0.6 0.7 0.6 0.7 0.8 0.8 0.5 0.7 0.9 0.7 0.9
0 0.1 0.05 0 0.2 0.15 0.35 0.4 0.15 0.2 0.2 0.3 0.4 0 0.55 0.6 0.75 0.8 0.8 0.45 0.5 0.65 0.55 0.85
0.1 0.1 0.15 0 0.2 0.05 0.25 0.3 0.3 0.1 0.1 0.3 0.3 0.45 0 0.65 0.75 0.7 0.8 0.45 0.5 0.65 0.55 0.75
0 0 0.05 0.1 0 0.05 0.05 0.2 0.15 0.1 0.2 0.3 0.4 0.4 0.35 0 0.3 0.3 0.45 0.45 0.45 0.45 0.35 0.45
0 0 0.05 0.1 0.1 0.05 0.15 0.1 0.2 0.1 0.2 0.2 0.3 0.25 0.25 0.7 0 0.25 0.35 0.4 0.4 0.4 0.35 0.4
0.1 0.1 0.1 0.1 0.1 0.1 0.2 0.3 0.2 0 0.1 0.3 0.2 0.2 0.3 0.7 0.75 0 0.6 0.45 0.55 0.35 0.6 0.45
0 0 0.1 0.1 0.1 0.1 0.2 0.2 0 0 0 0.1 0.2 0.2 0.2 0.55 0.65 0.4 0 0.4 0.35 0.5 0.5 0.8
0.35 0.4 0.5 0.5 0.5 0.45 0.55 0.5 0.5 0.5 0.5 0.5 0.5 0.55 0.55 0.55 0.6 0.55 0.6 0 0.55 0.75 0.75 0.75
0 0 0.1 0.1 0.2 0.1 0.2 0.2 0.2 0 0.2 0.2 0.3 0.5 0.5 0.55 0.6 0.45 0.65 0.45 0 0.65 0.5 0.85
0 0 0.05 0 0.3 0.15 0.35 0.4 0.1 0.2 0 0.3 0.1 0.35 0.35 0.55 0.6 0.65 0.5 0.25 0.35 0 0.45 0.65
0 0.1 0.05 0.1 0.3 0.35 0.35 0.4 0.2 0.2 0.2 0.4 0.3 0.45 0.45 0.65 0.65 0.4 0.5 0.25 0.5 0.55 0 0.6
0 0 0.05 0 0.2 0.05 0.05 0.1 0 0.1 0 0.1 0.1 0.15 0.25 0.55 0.6 0.55 0.2 0.25 0.15 0.35 0.4 0
]
