n: 24
m: 23
c:
[
0 0.6075 0.7191667 0.6516667 0.685 0.6741667 0.7416667 0.6633333 0.865 0.865 0.7533333 0.8316667 0.8208333 0.8991667 0.7533333 0.9666667 0.7983333 0.8766667 0.8208333 0.6408333 0.8433333 0.8433333 0.955 0.9325
0.3925 0 0.685 0.64 0.64 0.5841667 0.64 0.6066667 0.685 0.775 0.6516667 0.775 0.7641667 0.8875 0.91 0.91 0.8766667 0.8766667 0.8425 0.6516667 0.8316667 0.955 0.91 0.9325
0.2808333 0.315 0 0.3933333 0.3708333 0.4608333 0.54 0.4833333 0.6183333 0.7533333 0.7533333 0.6633333 0.6858333 0.6183333 0.6633333 0.8091667 0.7083333 0.7983333 0.7083333 0.4158333 0.6975 0.7308333 0.73 0.7416667
0.3483333 0.36 0.6066667 0 0.55 0.5283333 0.4833333 0.4833333 0.6516667 0.7416667 0.6633333 0.6183333 0.6183333 0.8316667 0.9666667 0.8316667 0.6633333 0.8433333 0.7083333 0.5733333 0.7983333 0.8883333 0.91 0.8316667
0.315 0.36 0.6291667 0.45 0 0.4383333 0.585 0.5283333 0.5733333 0.6516667 0.4833333 0.675 0.5733333 0.72 0.7083333 0.8766667 0.765 0.7983333 0.675 0.585 0.72 0.6633333 0.82 0.7866667
0.3258333 0.4158333 0.5391667 0.4716667 0.5616667 0 0.6408333 0.5733333 0.6183333 0.6633333 0.6966667 0.6633333 0.6408333 0.7083333 0.8208333 0.8091667 0.7308333 0.8883333 0.7308333 0.5958333 0.7983333 0.7308333 0.7191667 0.7983333
0.2583333 0.36 0.46 0.5166667 0.415 0.3591667 0 0.5958333 0.4716667 0.6516667 0.6516667 0.7416667 0.6408333 0.6966667 0.7083333 0.8875 0.7191667 0.7416667 0.7083333 0.5166667 0.6408333 0.6741667 0.685 0.8766667
0.3366667 0.3933333 0.5166667 0.5166667 0.4716667 0.4266667 0.4041667 0 0.4716667 0.5166667 0.5616667 0.6066667 0.6066667 0.6966667 0.7533333 0.7866667 0.7983333 0.82 0.7866667 0.6183333 0.7533333 0.7083333 0.775 0.91
0.135 0.315 0.3816667 0.3483333 0.4266667 0.3816667 0.5283333 0.5283333 0 0.64 0.4833333 0.5733333 0.45 0.6408333 0.5733333 0.6741667 0.6183333 0.7866667 0.675 0.495 0.63 0.7533333 0.685 0.7416667
0.135 0.225 0.2466667 0.2583333 0.3483333 0.3366667 0.3483333 0.4833333 0.36 0 0.5283333 0.45 0.45 0.495 0.5733333 0.6183333 0.54 0.8316667 0.72 0.45 0.765 0.63 0.55 0.6966667
0.2466667 0.3483333 0.2466667 0.3366667 0.5166667 0.3033333 0.3483333 0.4383333 0.5166667 0.4716667 0 0.5616667 0.5166667 0.5616667 0.5616667 0.5616667 0.5616667 0.7191667 0.5841667 0.4266667 0.5283333 0.6291667 0.55 0.6516667
0.1683333 0.225 0.3366667 0.3816667 0.325 0.3366667 0.2583333 0.3933333 0.4266667 0.55 0.4383333 0 0.5283333 0.5733333 0.7083333 0.6966667 0.54 0.7416667 0.7083333 0.45 0.675 0.7083333 0.64 0.775
0.1791667 0.2358333 0.3141667 0.3816667 0.4266667 0.3591667 0.3591667 0.3933333 0.55 0.55 0.4833333 0.4716667 0 0.4833333 0.6741667 0.5616667 0.5283333 0.7416667 0.7191667 0.5058333 0.5958333 0.7083333 0.6175 0.82
0.1008333 0.1125 0.3816667 0.1683333 0.28 0.2916667 0.3033333 0.3033333 0.3591667 0.505 0.4383333 0.4266667 0.5166667 0 0.5733333 0.6066667 0.5508333 0.7416667 0.6858333 0.45 0.4725 0.6408333 0.595 0.7075
0.2466667 0.09 0.3366667 0.0333333 0.2916667 0.1791667 0.2916667 0.2466667 0.4266667 0.4266667 0.4383333 0.2916667 0.3258333 0.4266667 0 0.6291667 0.5508333 0.7416667 0.6633333 0.4833333 0.5958333 0.6741667 0.64 0.64
0.0333333 0.09 0.1908333 0.1683333 0.1233333 0.1908333 0.1125 0.2133333 0.3258333 0.3816667 0.4383333 0.3033333 0.4383333 0.3933333 0.3708333 0 0.36 0.5283333 0.4725 0.3825 0.4725 0.4725 0.4375 0.4041667
0.2016667 0.1233333 0.2916667 0.3366667 0.235 0.2691667 0.2808333 0.2016667 0.3816667 0.46 0.4383333 0.46 0.4716667 0.4491667 0.4491667 0.64 0 0.5391667 0.5058333 0.3933333 0.495 0.5616667 0.4375 0.55
0.1233333 0.1233333 0.2016667 0.1566667 0.2016667 0.1116667 0.2583333 0.18 0.2133333 0.1683333 0.2808333 0.2583333 0.2583333 0.2583333 0.2583333 0.4716667 0.4608333 0 0.3708333 0.3708333 0.4158333 0.2583333 0.46 0.4041667
0.1791667 0.1575 0.2916667 0.2916667 0.325 0.2691667 0.2916667 0.2133333 0.325 0.28 0.4158333 0.2916667 0.2808333 0.3141667 0.3366667 0.5275 0.4941667 0.6291667 0 0.4266667 0.4158333 0.5958333 0.505 0.6291667
0.3591667 0.3483333 0.5841667 0.4266667 0.415 0.4041667 0.4833333 0.3816667 0.505 0.55 0.5733333 0.55 0.4941667 0.55 0.5166667 0.6175 0.6066667 0.6291667 0.5733333 0 0.5733333 0.6741667 0.685 0.64
0.1566667 0.1683333 0.3025 0.2016667 0.28 0.2016667 0.3591667 0.2466667 0.37 0.235 0.4716667 0.325 0.4041667 0.5275 0.4041667 0.5275 0.505 0.5841667 0.5841667 0.4266667 0 0.6175 0.4375 0.685
0.1566667 0.045 0.2691667 0.1116667 0.3366667 0.2691667 0.3258333 0.2916667 0.2466667 0.37 0.3708333 0.2916667 0.2916667 0.3591667 0.3258333 0.5275 0.4383333 0.7416667 0.4041667 0.3258333 0.3825 0 0.4825 0.5725
0.045 0.09 0.27 0.09 0.18 0.2808333 0.315 0.225 0.315 0.45 0.45 0.36 0.3825 0.405 0.36 0.5625 0.5625 0.54 0.495 0.315 0.5625 0.5175 0 0.5175
0.0675 0.0675 0.2583333 0.1683333 0.2133333 0.2016667 0.1233333 0.09 0.2583333 0.3033333 0.3483333 0.225 0.18 0.2925 0.36 0.5958333 0.45 0.5958333 0.3708333 0.36 0.315 0.4275 0.4825 0
]
